scrape_ts,city,probe_locality,probe_lat,probe_lng,restaurant_id,name,locality,area_name,cost_for_two_raw,cuisines,avg_rating,total_ratings_raw,delivery_time_min,last_mile_km,is_open,veg_only,offer_header,offer_subheader,offer_tag,chain_parent_id,listing_url
2026-09-19 21:12:19,Chennai,T. Nagar,13.0418,80.2341,53631,Ibaco,Thyagaraya Nagar,T Nagar,₹800 for two,Ice Cream|Desserts,4.7,6.6K+,22,1.3,True,True,,,,3481,https://www.swiggy.com/city/chennai/ibaco-thyagaraya-nagar-t-nagar-rest53631
2026-09-19 21:12:19,Chennai,T. Nagar,13.0418,80.2341,67596,"Faasos - Wraps, Rolls & Shawarma",Eldams Road,Mylapore,₹200 for two,Wraps|rolls|Fast Food|Burger|shawarma|Rice Bowls,4.2,11K+,30,2.1,True,False,65% OFF,UPTO ₹125,,21809,https://www.swiggy.com/city/chennai/faasos-wraps-rolls-and-shawarma-eldams-road-mylapore-rest67596
2026-09-19 21:12:19,Chennai,T. Nagar,13.0418,80.2341,93242,McDonald's,Pondy Bazzar,T. Nagar,₹400 for two,Burgers|Beverages|Cafe|Desserts,4.3,28K+,20,0.3,True,False,ITEMS,AT ₹64,,630,https://www.swiggy.com/city/chennai/mcdonalds-pondy-bazzar-t-nagar-rest93242
2026-09-19 21:12:19,Chennai,T. Nagar,13.0418,80.2341,735362,The Belgian Waffle Co.,ASHOK NAGAR,PHASE 1,₹200 for two,Waffle|Desserts|Ice Cream,4.4,2.0K+,29,3.6,True,True,30% OFF,UPTO ₹60,,2233,https://www.swiggy.com/city/chennai/the-belgian-waffle-co-ashok-nagar-phase-1-rest735362
2026-09-19 21:12:19,Chennai,T. Nagar,13.0418,80.2341,56863,Subway,North Boag Road,T. Nagar,₹350 for two,sandwich|Salads|wrap|Healthy Food,4.2,29K+,22,1.3,True,False,ITEMS,AT ₹69,,2,https://www.swiggy.com/city/chennai/subway-north-boag-road-t-nagar-rest56863
2026-09-19 21:12:19,Chennai,T. Nagar,13.0418,80.2341,18045,A2B - Adyar Ananda Bhavan,Thyagaraya Nagar,T Nagar,₹300 for two,South Indian|Sweets|Chinese,4.5,53K+,25,0.7,True,True,ITEMS,AT ₹39,,22,https://www.swiggy.com/city/chennai/a2b-adyar-ananda-bhavan-thyagaraya-nagar-t-nagar-rest18045
2026-09-19 21:12:19,Chennai,T. Nagar,13.0418,80.2341,15742,Sangeetha Veg Restaurant,Mylapore,South Mada Street,₹200 for two,Chinese|South Indian,4.7,84K+,29,4.7,True,True,ITEMS,AT ₹99,,1260,https://www.swiggy.com/city/chennai/sangeetha-veg-restaurant-mylapore-south-mada-street-rest15742
2026-09-19 21:12:19,Chennai,T. Nagar,13.0418,80.2341,17819,KFC,Thyagaraya Nagar,Thyagaraya Nagar,₹400 for two,Burgers|Fast Food|Rolls & Wraps,4.1,32K+,21,1.7,True,False,50% OFF,,FLAT DEAL,547,https://www.swiggy.com/city/chennai/kfc-thyagaraya-nagar-rest17819
2026-09-19 21:12:19,Chennai,T. Nagar,13.0418,80.2341,24353,Domino's Pizza,Thyagaraya Nagar,T Nagar,₹400 for two,Pizzas|Italian|Pastas|Desserts,4.4,18K+,25,1.5,True,False,50% OFF,,FLAT DEAL,2456,https://www.swiggy.com/city/chennai/dominos-pizza-thyagaraya-nagar-t-nagar-rest24353
2026-09-19 21:12:19,Chennai,T. Nagar,13.0418,80.2341,623724,Theobroma,Nungambakkam,Nungambakkam,₹400 for two,Bakery|Desserts,4.5,8.8K+,22,2.7,True,False,ITEMS,AT ₹37,,1040,https://www.swiggy.com/city/chennai/theobroma-nungambakkam-rest623724
2026-09-19 21:12:19,Chennai,T. Nagar,13.0418,80.2341,16229,Pizza Hut,Ashok Nagar,Ashok Nagar,₹400 for two,Pizzas,4.3,28K+,32,2.2,True,False,50% OFF,,FLAT DEAL,721,https://www.swiggy.com/city/chennai/pizza-hut-ashok-nagar-rest16229
2026-09-19 21:12:19,Chennai,T. Nagar,13.0418,80.2341,518646,Burger King,Ashok Nagar,Vadapalani,₹350 for two,Burgers|American,4.2,23K+,27,3.5,True,False,ITEMS,AT ₹39,,166,https://www.swiggy.com/city/chennai/burger-king-ashok-nagar-vadapalani-rest518646
2026-09-19 21:12:19,Chennai,T. Nagar,13.0418,80.2341,230595,Wow! Momo,Anna Salai,Teynampet,₹300 for two,Momos|Chinese|fastfood|Asian|Beverages,4.2,6.5K+,24,1.7,True,False,70% OFF,UPTO ₹140,,1776,https://www.swiggy.com/city/chennai/wow-momo-anna-salai-teynampet-rest230595
2026-09-19 21:12:19,Chennai,T. Nagar,13.0418,80.2341,204107,NIC Ice Creams,Luz church road,Mylapore,₹120 for two,Desserts|Ice Cream,4.6,8.6K+,24,4.1,True,True,70% OFF,UPTO ₹140,,6249,https://www.swiggy.com/city/chennai/nic-ice-creams-luz-church-road-mylapore-rest204107
2026-09-19 21:12:19,Chennai,T. Nagar,13.0418,80.2341,561071,Taco Bell,Ashok Nagar,Ashok Nagar,₹300 for two,Mexican|Fast Food|Snacks,4.2,5.8K+,31,3.7,True,False,65% OFF,UPTO ₹125,,1557,https://www.swiggy.com/city/chennai/taco-bell-ashok-nagar-rest561071
2026-09-19 21:12:19,Chennai,T. Nagar,13.0418,80.2341,307787,Barbeque Nation,The Grand Sweets,Thyagaraya Nagar,₹600 for two,North Indian|Barbecue|Kebabs|Biryani|Street Food|Snacks,3.9,1.5K+,27,1.4,True,False,ITEMS,AT ₹149,,2438,https://www.swiggy.com/city/chennai/barbeque-nation-the-grand-sweets-thyagaraya-nagar-rest307787
2026-09-19 21:12:19,Chennai,T. Nagar,13.0418,80.2341,12621,Baskin Robbins - Ice Cream Desserts,Thyagaraya Nagar,T Nagar,₹200 for two,Ice Cream,4.6,4.6K+,16,0.7,True,True,ITEMS,AT ₹15,,5588,https://www.swiggy.com/city/chennai/baskin-robbins-ice-cream-desserts-thyagaraya-nagar-t-nagar-rest12621
2026-09-19 21:12:19,Chennai,T. Nagar,13.0418,80.2341,141370,Starbucks Coffee,Thyagaraya Nagar,Thyagaraya Nagar,₹400 for two,Beverages|Cafe|Snacks|Desserts|Bakery|Ice Cream,4.5,4.0K+,14,,True,False,₹85 OFF,ABOVE ₹199,FLAT DEAL,195515,https://www.swiggy.com/city/chennai/starbucks-coffee-thyagaraya-nagar-rest141370
2026-09-19 21:12:19,Chennai,T. Nagar,13.0418,80.2341,412751,Wendy's Burgers,Teynampet,Teynampet,₹200 for two,Burgers|Fast Food|wrap,4,2.2K+,29,2.1,True,False,ITEMS,AT ₹59,,972,https://www.swiggy.com/city/chennai/wendys-burgers-teynampet-rest412751
2026-09-19 21:12:19,Chennai,T. Nagar,13.0418,80.2341,878004,Olio - The Wood Fired Pizzeria,Gopalakrishnan Street,T Nagar,₹300 for two,Pizzas|Pastas|Italian|Fast Food|Snacks|Beverages|Desserts,4,1.2K+,29,1.8,True,False,70% OFF,UPTO ₹140,,11633,https://www.swiggy.com/city/chennai/olio-the-wood-fired-pizzeria-gopalakrishnan-street-t-nagar-rest878004
2026-09-19 21:12:19,Chennai,T. Nagar,13.0418,80.2341,906690,Narmada Chain of Restaurant,Rajiv Gandhi Salai,Nungambakkam,₹500 for two,Andhra|Biryani,4.5,7.0K+,33,3.8,True,False,,,,410569,https://www.swiggy.com/city/chennai/narmada-chain-of-restaurant-rajiv-gandhi-salai-nungambakkam-rest906690
2026-09-19 21:12:19,Chennai,T. Nagar,13.0418,80.2341,789332,Bask by Coffee,Teynampet,Teynampet,₹800 for two,Beverages|Italian|Snacks|Thai,4.5,2.1K+,41,3.7,True,False,,,,469054,https://www.swiggy.com/city/chennai/bask-by-coffee-teynampet-rest789332
2026-09-19 21:12:19,Chennai,T. Nagar,13.0418,80.2341,631166,Mani's Dum Biryani,Ashok Nagar,Ashok Nagar,₹500 for two,Andhra|Biryani,4.6,18K+,25,3,True,False,ITEMS,AT ₹40,,623,https://www.swiggy.com/city/chennai/manis-dum-biryani-ashok-nagar-rest631166
2026-09-19 21:12:19,Chennai,T. Nagar,13.0418,80.2341,118749,Ambur Star Briyani,PONDY BAZZAR,T. Nagar,₹500 for two,Biryani|South Indian|Indian|Chinese|Tandoor|Beverages,4.4,26K+,14,0.3,True,False,ITEMS,AT ₹199,,5455,https://www.swiggy.com/city/chennai/ambur-star-briyani-pondy-bazzar-t-nagar-rest118749
2026-09-19 21:12:19,Chennai,T. Nagar,13.0418,80.2341,86724,Nasi And Mee,Nungambakkam,Nungambakkam,₹800 for two,Pan-Asian|Singaporean|Malaysian|Japanese|Thai,4.6,9.4K+,40,3.6,True,False,,,,19997,https://www.swiggy.com/city/chennai/nasi-and-mee-nungambakkam-rest86724
2026-09-19 21:12:19,Chennai,T. Nagar,13.0418,80.2341,15713,Palm Jumeira,Greams Road,Greams Road,₹400 for two,Mexican|Chinese|Biryani|Arabian|Afghani|Mughlai|Indian|South Indian|Grill|Tandoor,4.3,12K+,29,3.8,True,False,ITEMS,AT ₹39,,654507,https://www.swiggy.com/city/chennai/palm-jumeira-greams-road-rest15713
2026-09-19 21:12:19,Chennai,Adyar,13.0012,80.2565,39754,Zaitoon,Adyar,Adyar,₹500 for two,Arabian|Mughlai|Biryani|Juices|Indian|Kebabs,4.4,123K+,21,0.9,True,False,₹200 OFF,ABOVE ₹599,FLAT DEAL,4555,https://www.swiggy.com/city/chennai/zaitoon-adyar-rest39754
2026-09-19 21:12:19,Chennai,Adyar,13.0012,80.2565,782368,KFC,Gandhi Nagar,Adyar,₹400 for two,Burgers|Fast Food|Rolls & Wraps,4,4.1K+,15,1.2,True,False,50% OFF,,FLAT DEAL,547,https://www.swiggy.com/city/chennai/kfc-gandhi-nagar-adyar-rest782368
2026-09-19 21:12:19,Chennai,Adyar,13.0012,80.2565,732718,Theobroma,Besant Nagar,Besant Nagar,₹400 for two,Desserts,4.6,4.5K+,18,3,True,False,ITEMS,AT ₹37,,1040,https://www.swiggy.com/city/chennai/theobroma-besant-nagar-rest732718
2026-09-19 21:12:19,Chennai,Adyar,13.0012,80.2565,13480,A2B - Adyar Ananda Bhavan,Adyar,Adyar,₹300 for two,South Indian|Sweets|Chinese,4.6,114K+,21,0.9,True,True,ITEMS,AT ₹39,,22,https://www.swiggy.com/city/chennai/a2b-adyar-ananda-bhavan-adyar-rest13480
2026-09-19 21:12:19,Chennai,Adyar,13.0012,80.2565,23723,McDonald's,Adyar,Adyar,₹400 for two,Burgers|Beverages|Cafe|Desserts,4.3,57K+,22,1,True,False,ITEMS,AT ₹64,,630,https://www.swiggy.com/city/chennai/mcdonalds-adyar-rest23723
2026-09-19 21:12:19,Chennai,Adyar,13.0012,80.2565,762164,Pizza Hut,Adyar,Adyar,₹350 for two,Pizzas,4.2,3.4K+,27,1.2,True,False,50% OFF,,FLAT DEAL,721,https://www.swiggy.com/city/chennai/pizza-hut-adyar-rest762164
2026-09-19 21:12:19,Chennai,Adyar,13.0012,80.2565,6437,Subway,Near Mettur Transport,Adyar,₹350 for two,sandwich|Salads|wrap|Healthy Food,4.3,28K+,14,1.4,True,False,ITEMS,AT ₹49,,2,https://www.swiggy.com/city/chennai/subway-near-mettur-transport-adyar-rest6437
2026-09-19 21:12:19,Chennai,Adyar,13.0012,80.2565,808104,Burger King,Gandhi Nagar,Adyar,₹350 for two,Burgers|American,4.3,9.1K+,19,1.1,True,False,ITEMS,AT ₹39,,166,https://www.swiggy.com/city/chennai/burger-king-gandhi-nagar-adyar-rest808104
2026-09-19 21:12:19,Chennai,Adyar,13.0012,80.2565,14835,Sangeetha Veg Restaurant,Gandhi Nagar,Adyar,₹450 for two,North Indian|South Indian,4.7,178K+,21,1.5,True,True,ITEMS,AT ₹69,,1260,https://www.swiggy.com/city/chennai/sangeetha-veg-restaurant-gandhi-nagar-adyar-rest14835
2026-09-19 21:12:19,Chennai,Adyar,13.0012,80.2565,795118,The Belgian Waffle Co.,URUR VILLAGE,Besant Nagar,₹200 for two,Waffle|Desserts|Ice Cream,4.6,1.2K+,26,2.8,True,True,30% OFF,UPTO ₹60,,2233,https://www.swiggy.com/city/chennai/the-belgian-waffle-co-urur-village-besant-nagar-rest795118
2026-09-19 21:12:19,Chennai,Adyar,13.0012,80.2565,470493,Wendy's Burgers,Velachery,Velachery,₹200 for two,Burgers|Fast Food|wrap,4.2,4.7K+,42,5.5,True,False,ITEMS,AT ₹59,,972,https://www.swiggy.com/city/chennai/wendys-burgers-velachery-rest470493
2026-09-19 21:12:19,Chennai,Adyar,13.0012,80.2565,728871,Baskin Robbins - Ice Cream Desserts,BESANT AVENUE ROAD,ADYAR,₹250 for two,Desserts|Ice Cream,4.6,1.6K+,12,0.8,True,True,ITEMS,AT ₹15,,5588,https://www.swiggy.com/city/chennai/baskin-robbins-ice-cream-desserts-besant-avenue-road-adyar-rest728871
2026-09-19 21:12:19,Chennai,Adyar,13.0012,80.2565,6724,Dindigul Thalappakatti - Since 1957,Besant Nagar,Besant Nagar,₹650 for two,Biryani|Barbecue|South Indian|Chinese|North Indian,4.3,20K+,27,2.8,True,False,ITEMS,AT ₹209,,641506,https://www.swiggy.com/city/chennai/dindigul-thalappakatti-since-1957-besant-nagar-rest6724
2026-09-19 21:12:19,Chennai,Adyar,13.0012,80.2565,126189,Shree Mithai,Besant Avenue Road,Adyar,₹250 for two,Sweets|Desserts|Street Food|Chaat,4.7,66K+,21,1.2,True,True,ITEMS,AT ₹29,,6988,https://www.swiggy.com/city/chennai/shree-mithai-besant-avenue-road-adyar-rest126189
2026-09-19 21:12:19,Chennai,Adyar,13.0012,80.2565,234933,Wow! Momo,Adyar,Adyar,₹300 for two,Momos|Chinese|fastfood|Asian|Beverages,4.2,12K+,19,1.1,True,False,70% OFF,UPTO ₹140,,1776,https://www.swiggy.com/city/chennai/wow-momo-adyar-rest234933
2026-09-19 21:12:19,Chennai,Adyar,13.0012,80.2565,123481,NIC Ice Creams,Ellaimman Koil Street,Adyar,₹120 for two,Ice Cream|Desserts,4.6,11K+,11,1.4,True,True,70% OFF,UPTO ₹140,,6249,https://www.swiggy.com/city/chennai/nic-ice-creams-ellaimman-koil-street-adyar-rest123481
2026-09-19 21:12:19,Chennai,Adyar,13.0012,80.2565,62919,LunchBox - Meals and Thalis,Besant Nagar,Adyar,₹200 for two,Thalis|North Indian|Biryani|South Indian|Desserts|Beverages,4.4,14K+,15,0.6,True,False,ITEMS,AT ₹99,,4925,https://www.swiggy.com/city/chennai/lunchbox-meals-and-thalis-besant-nagar-adyar-rest62919
2026-09-19 21:12:19,Chennai,Adyar,13.0012,80.2565,35714,Sweet Truth - Cake and Desserts,Besant Nagar,Adyar,₹450 for two,Desserts|Ice Cream|Bakery|Beverages,4.1,2.9K+,11,0.6,True,False,ITEMS,AT ₹79,,4444,https://www.swiggy.com/city/chennai/sweet-truth-cake-and-desserts-besant-nagar-adyar-rest35714
2026-09-19 21:12:19,Chennai,Adyar,13.0012,80.2565,191366,The Biryani Life,Besant Nagar,Adyar,₹250 for two,Biryani|Mughlai|Lucknowi|Hyderabadi|Kebabs|Desserts|Beverages,4.1,2.2K+,13,0.6,True,False,70% OFF,UPTO ₹140,,8496,https://www.swiggy.com/city/chennai/the-biryani-life-besant-nagar-adyar-rest191366
2026-09-19 21:12:19,Chennai,Adyar,13.0012,80.2565,855292,Olio - The Wood Fired Pizzeria,Mahatma Gandhi Road,Thiruvanmiyur,₹300 for two,Pizzas|Pastas|Italian|Fast Food|Snacks|Beverages|Desserts,4.1,1.6K+,25,1.1,True,False,70% OFF,UPTO ₹140,,11633,https://www.swiggy.com/city/chennai/olio-the-wood-fired-pizzeria-mahatma-gandhi-road-thiruvanmiyur-rest855292
2026-09-19 21:12:19,Chennai,Adyar,13.0012,80.2565,1158820,Bask by Coffee,INJAMBAKKAM,Palavakkam,₹800 for two,Beverages,4.6,631,36,5,True,False,,,,469054,https://www.swiggy.com/city/chennai/bask-by-coffee-injambakkam-palavakkam-rest1158820
2026-09-19 21:12:19,Chennai,Adyar,13.0012,80.2565,355681,Madras Coffee House,Kasturi Bhai Nagar,Adyar,₹100 for two,Beverages|Snacks,4.2,1.9K+,15,0.8,True,True,50% OFF,UPTO ₹100,,1750,https://www.swiggy.com/city/chennai/madras-coffee-house-kasturi-bhai-nagar-adyar-rest355681
2026-09-19 21:12:19,Chennai,Adyar,13.0012,80.2565,17988,"Faasos - Wraps, Rolls & Shawarma",Besant Nagar,Adyar,₹200 for two,Wraps|rolls|Fast Food|Burger|shawarma|Rice Bowls,4.4,23K+,16,0.6,True,False,65% OFF,UPTO ₹125,,21809,https://www.swiggy.com/city/chennai/faasos-wraps-rolls-and-shawarma-besant-nagar-adyar-rest17988
2026-09-19 21:12:19,Chennai,Adyar,13.0012,80.2565,669060,Mani's Dum Biryani,MGR Road,OMR Navalur,₹400 for two,Andhra|Biryani|North Indian,4.6,16K+,26,4.3,True,False,ITEMS,AT ₹40,,623,https://www.swiggy.com/city/chennai/manis-dum-biryani-mgr-road-omr-navalur-rest669060
2026-09-19 21:12:19,Chennai,Adyar,13.0012,80.2565,986368,California Burrito,Adyar,Taramani,₹300 for two,Mexican|American|Salads|Continental|Keto|Healthy Food|Beverages|Snacks|Desserts|Fast Food,4.6,2.5K+,33,3.8,True,False,ITEMS,AT ₹65,,1252,https://www.swiggy.com/city/chennai/california-burrito-adyar-taramani-rest986368
2026-09-19 21:12:19,Chennai,Adyar,13.0012,80.2565,972880,Bakingo,Nehru Nagar,Kottivakkam,₹299 for two,Bakery|Desserts|Beverages|Snacks,4.6,3.0K+,20,3.8,True,False,ITEMS,AT ₹649,,3818,https://www.swiggy.com/city/chennai/bakingo-nehru-nagar-kottivakkam-rest972880
2026-09-19 21:12:19,Chennai,Adyar,13.0012,80.2565,62680,Ambur Star Briyani,Kottivakkam,Kottivakkam,₹500 for two,Biryani|South Indian|Indian|Chinese|Tandoor|Beverages,4.4,25K+,27,4.1,True,False,ITEMS,AT ₹199,,5455,https://www.swiggy.com/city/chennai/ambur-star-briyani-kottivakkam-rest62680
2026-09-19 21:12:19,Chennai,Anna Nagar,13.085,80.2101,10140,"Dindigul Thalappakatti - Since 1957
",Anna Nagar,Anna Nagar,₹600 for two,Biryani|Barbecue|South Indian|Chinese|North Indian,4.2,33K+,27,1.8,True,False,₹100 OFF,ABOVE ₹399,FLAT DEAL,641506,https://www.swiggy.com/city/chennai/dindigul-thalappakatti-since-1957-anna-nagar-rest10140
2026-09-19 21:12:19,Chennai,Anna Nagar,13.085,80.2101,48245,"Faasos - Wraps, Rolls & Shawarma",Navalar Nagar main road,Anna Nagar,₹200 for two,Wraps|rolls|Fast Food|Burger|shawarma|Rice Bowls,4,15K+,30,2.4,True,False,65% OFF,UPTO ₹125,,21809,https://www.swiggy.com/city/chennai/faasos-wraps-rolls-and-shawarma-navalar-nagar-main-road-anna-nagar-rest48245
2026-09-19 21:12:19,Chennai,Anna Nagar,13.085,80.2101,419786,Andhra Gunpowder,Reddypalyam Mogappair West Ambattur,Mogappair,₹350 for two,Andhra|Biryani|South Indian,4.4,7.4K+,36,4.9,True,False,ITEMS,AT ₹99,,10496,https://www.swiggy.com/city/chennai/andhra-gunpowder-reddypalyam-west-ambattur-mogappair-rest419786
2026-09-19 21:12:19,Chennai,Anna Nagar,13.085,80.2101,17816,KFC,Anna Nagar,Anna Nagar,₹400 for two,Burgers|Fast Food|Rolls & Wraps,4.1,34K+,23,0.6,True,False,50% OFF,,FLAT DEAL,547,https://www.swiggy.com/city/chennai/kfc-anna-nagar-rest17816
2026-09-19 21:12:19,Chennai,Anna Nagar,13.085,80.2101,131599,McDonald's,VR Mall,Anna Nagar,₹400 for two,Burgers|Beverages|Cafe|Desserts,4.3,18K+,30,1.8,True,False,ITEMS,AT ₹64,,630,https://www.swiggy.com/city/chennai/mcdonalds-vr-mall-anna-nagar-rest131599
2026-09-19 21:12:19,Chennai,Anna Nagar,13.085,80.2101,14673,A2B - Adyar Ananda Bhavan,Anna Salai,Anna Nagar,₹300 for two,South Indian|Sweets|Chinese,4.5,76K+,24,0.8,True,False,ITEMS,AT ₹39,,22,https://www.swiggy.com/city/chennai/a2b-adyar-ananda-bhavan-anna-salai-anna-nagar-rest14673
2026-09-19 21:12:19,Chennai,Anna Nagar,13.085,80.2101,24360,Domino's Pizza,Anna Nagar,Anna Nagar,₹400 for two,Pizzas|Italian|Pastas|Desserts,4.4,28K+,25,1.3,True,False,50% OFF,,FLAT DEAL,2456,https://www.swiggy.com/city/chennai/dominos-pizza-anna-nagar-rest24360
2026-09-19 21:12:19,Chennai,Anna Nagar,13.085,80.2101,623723,Theobroma,Anna Nagar,Anna Nagar,₹400 for two,Bakery|Desserts,4.6,10K+,18,0.6,True,False,ITEMS,AT ₹37,,1040,https://www.swiggy.com/city/chennai/theobroma-anna-nagar-rest623723
2026-09-19 21:12:19,Chennai,Anna Nagar,13.085,80.2101,668038,The Belgian Waffle Co.,IV AVENUE,SHANTHI COLONY,₹200 for two,Waffle|Desserts|Ice Cream|Beverages,4.5,1.8K+,27,1.3,True,True,30% OFF,UPTO ₹60,,2233,https://www.swiggy.com/city/chennai/the-belgian-waffle-co-iv-avenue-shanthi-colony-rest668038
2026-09-19 21:12:19,Chennai,Anna Nagar,13.085,80.2101,16227,Pizza Hut,Anna Nagar,Anna Nagar,₹400 for two,Pizzas,4.2,20K+,21,0.6,True,False,50% OFF,,FLAT DEAL,721,https://www.swiggy.com/city/chennai/pizza-hut-anna-nagar-rest16227
2026-09-19 21:12:19,Chennai,Anna Nagar,13.085,80.2101,74037,Burger King,Anna Nagar,Thirumangalam,₹350 for two,Burgers|American,4.2,36K+,27,1.9,True,False,ITEMS,AT ₹39,,166,https://www.swiggy.com/city/chennai/burger-king-anna-nagar-thirumangalam-rest74037
2026-09-19 21:12:19,Chennai,Anna Nagar,13.085,80.2101,16144,Subway,Anna Nagar,Anna Nagar,₹350 for two,sandwich|Salads|wrap|Healthy Food,4.2,30K+,22,1.6,True,False,ITEMS,AT ₹69,,2,https://www.swiggy.com/city/chennai/subway-anna-nagar-rest16144
2026-09-19 21:12:19,Chennai,Anna Nagar,13.085,80.2101,34539,Sangeetha Veg Restaurant,Koyembedu,Koyambedu,₹600 for two,South Indian|Chinese,4.6,67K+,31,3,True,True,ITEMS,AT ₹69,,1260,https://www.swiggy.com/city/chennai/sangeetha-veg-restaurant-koyembedu-koyambedu-rest34539
2026-09-19 21:12:19,Chennai,Anna Nagar,13.085,80.2101,633146,Wow! China,Railway Colony,Aminjikarai,₹300 for two,Chinese|Asian|fastfood|Beverages|Snacks,3.8,2.3K+,30,3,True,False,70% OFF,UPTO ₹140,,226836,https://www.swiggy.com/city/chennai/wow-china-railway-colony-aminjikarai-rest633146
2026-09-19 21:12:19,Chennai,Anna Nagar,13.085,80.2101,37630,Shree Mithai,Anna Nagar,Anna Nagar,₹250 for two,Desserts|Chaat|Street Food|Sweets,4.6,111K+,26,0.4,True,True,ITEMS,AT ₹29,,6988,https://www.swiggy.com/city/chennai/shree-mithai-anna-nagar-rest37630
2026-09-19 21:12:19,Chennai,Anna Nagar,13.085,80.2101,550055,Big Bowl,10th Main Road,Annanagar,₹250 for two,Chinese|Tibetan|Desserts,4.3,3.6K+,23,0.4,True,False,70% OFF,UPTO ₹140,,434792,https://www.swiggy.com/city/chennai/big-bowl-10th-main-road-annanagar-rest550055
2026-09-19 21:12:19,Chennai,Anna Nagar,13.085,80.2101,549855,Chinese Wok,10th Main Road,Annanagar,₹250 for two,Chinese|Asian|Tibetan|Desserts,4.3,4.3K+,25,0.4,True,False,70% OFF,UPTO ₹140,,61955,https://www.swiggy.com/city/chennai/chinese-wok-10th-main-road-annanagar-rest549855
2026-09-19 21:12:19,Chennai,Anna Nagar,13.085,80.2101,53893,"Frozen Bottle - Milkshakes, Desserts And Ice Cream",Anna Nagar,Anna Nagar,₹250 for two,Beverages|Ice Cream|Desserts,4.2,10K+,21,0.4,True,False,50% OFF,,FLAT DEAL,5655,https://www.swiggy.com/city/chennai/frozen-bottle-milkshakes-desserts-and-ice-cream-anna-nagar-rest53893
2026-09-19 21:12:19,Chennai,Anna Nagar,13.085,80.2101,123479,NIC Ice Creams,Anna Nagar,Anna Nagar,₹120 for two,Ice Cream|Desserts,4.7,15K+,19,1,True,False,70% OFF,UPTO ₹140,,6249,https://www.swiggy.com/city/chennai/nic-ice-creams-anna-nagar-rest123479
2026-09-19 21:12:19,Chennai,Anna Nagar,13.085,80.2101,620977,Wow! Momo,Kancheepuram,Anna Nagar,₹300 for two,Momos|Chinese|fastfood|Asian|Beverages,4.1,2.3K+,22,1,True,False,70% OFF,UPTO ₹140,,1776,https://www.swiggy.com/city/chennai/wow-momo-kancheepuram-anna-nagar-rest620977
2026-09-19 21:12:19,Chennai,Anna Nagar,13.085,80.2101,560029,PS4 Veg Restaurant (Perambur Sri Srinivasa),Mogappair,Mogappair,₹300 for two,Sweets|South Indian|Chinese|Juices|Chaat,4.5,17K+,35,4.8,True,True,20% OFF,UPTO ₹50,,560050,https://www.swiggy.com/city/chennai/ps4-veg-restaurant-perambur-sri-srinivasa-mogappair-rest560029
2026-09-19 21:12:19,Chennai,Anna Nagar,13.085,80.2101,765424,Namo Andhra,MOGAPPAIR WEST,Mogappair,₹350 for two,Andhra|Biryani|South Indian,4.1,706,32,4.9,True,True,ITEMS,AT ₹99,,507121,https://www.swiggy.com/city/chennai/namo-andhra-west-mogappair-rest765424
2026-09-19 21:12:19,Chennai,Anna Nagar,13.085,80.2101,769574,Mani's Dum Biryani,Bazaar Road,Mogappair,₹500 for two,Indian,4.6,11K+,26,2.8,True,False,ITEMS,AT ₹40,,623,https://www.swiggy.com/city/chennai/manis-dum-biryani-bazaar-road-mogappair-rest769574
2026-09-19 21:12:19,Chennai,Anna Nagar,13.085,80.2101,1042983,Geetham Veg Restaurant,Annanagar,Anna Nagar,₹350 for two,South Indian,4.5,14K+,29,1.9,True,True,₹100 OFF,ABOVE ₹299,FLAT DEAL,335557,https://www.swiggy.com/city/chennai/geetham-veg-restaurant-annanagar-anna-nagar-rest1042983
2026-09-19 21:12:19,Chennai,Anna Nagar,13.085,80.2101,62679,Ambur Star Briyani,Anna Nagar,Anna Nagar,₹500 for two,Biryani|South Indian|Indian|Chinese|Tandoor|Beverages,4.4,44K+,26,2.3,True,False,ITEMS,AT ₹199,,5455,https://www.swiggy.com/city/chennai/ambur-star-briyani-anna-nagar-rest62679
2026-09-19 21:12:19,Chennai,Velachery,12.9756,80.2207,48501,Subway,Velachery,100 Feet Bypass Road,₹350 for two,sandwich|Salads|wrap|Healthy Food,4.2,29K+,24,1.3,True,False,ITEMS,AT ₹69,,2,https://www.swiggy.com/city/chennai/subway-velachery-100-feet-bypass-road-rest48501
2026-09-19 21:12:19,Chennai,Velachery,12.9756,80.2207,15743,Sangeetha Veg Restaurant,Guindy,Guindy,₹200 for two,North Indian|Chinese|South Indian,4.7,51K+,32,6.4,True,True,ITEMS,AT ₹69,,1260,https://www.swiggy.com/city/chennai/sangeetha-veg-restaurant-guindy-rest15743
2026-09-19 21:12:19,Chennai,Velachery,12.9756,80.2207,17818,KFC,Vijaya Nagar,Velachery,₹400 for two,Burgers|Fast Food|Rolls & Wraps,3.8,37K+,20,1.5,True,False,50% OFF,,FLAT DEAL,547,https://www.swiggy.com/city/chennai/kfc-vijaya-nagar-velachery-rest17818
2026-09-19 21:12:19,Chennai,Velachery,12.9756,80.2207,38897,Domino's Pizza,Velachery,Velachery,₹400 for two,Pizzas|Italian|Pastas|Desserts,4.4,21K+,25,2,True,False,50% OFF,,FLAT DEAL,2456,https://www.swiggy.com/city/chennai/dominos-pizza-velachery-rest38897
