scrape_ts,city,probe_locality,probe_lat,probe_lng,restaurant_id,name,locality,area_name,cost_for_two_raw,cuisines,avg_rating,total_ratings_raw,delivery_time_min,last_mile_km,is_open,veg_only,offer_header,offer_subheader,offer_tag,chain_parent_id,cost_for_two,n_ratings,offer_type,offer_pct,offer_flat,offer_cap,offer_min_order,item_price,locality_reach,chain_outlets,is_chain,n_cuisines,primary_cuisine,has_offer,log_cost,log_votes,cost_w,cost_pct_in_city
2026-09-19 21:12:19,Bengaluru,Koramangala,12.9352,77.6245,218,Anand Sweets & Savouries,5th Block,Koramangala,₹300 for two,Sweets|Chaat|Snacks|Desserts,4.6,62K+,30,0.6,True,True,₹75 OFF,ABOVE ₹499,FLAT DEAL,53,300.0,62000.0,flat,0.0,75.0,,499.0,,1,3,1,4,Sweets,1,5.703782474656201,11.034905792929415,300.0,0.4782608695652174
2026-09-19 21:12:19,Bengaluru,Koramangala,12.9352,77.6245,312,Beijing Bites,5th A Block,Koramangala,₹450 for two,Chinese|Thai|Pan-Asian,4.3,42K+,32,1.0,True,False,70% OFF,UPTO ₹140,,103,450.0,42000.0,percent,70.0,0.0,140.0,,,1,5,1,3,Chinese,1,6.1092475827643655,10.645448706505872,450.0,0.8873517786561265
2026-09-19 21:12:19,Bengaluru,BTM Layout,12.9166,77.6101,333,Beijing Bites,BTM Layout,BTM Layout,₹450 for two,Chinese|Thai,4.3,32K+,30,0.7,True,False,70% OFF,UPTO ₹140,,103,450.0,32000.0,percent,70.0,0.0,140.0,,,1,5,1,2,Chinese,1,6.1092475827643655,10.373522431293592,450.0,0.8873517786561265
2026-09-19 21:12:19,Bengaluru,Indiranagar,12.9784,77.6408,756,Corner House Ice Cream,Indiranagar,Indiranagar,₹250 for two,Ice Cream|Desserts,4.8,133K+,32,1.5,True,False,,,,65254,250.0,133000.0,none,0.0,0.0,,,,1,5,1,2,Ice Cream,0,5.521460917862246,11.798111925972618,250.0,0.25296442687747034
2026-09-19 21:12:19,Bengaluru,Koramangala,12.9352,77.6245,757,Corner House Ice Cream,Koramangala,Koramangala,₹250 for two,Ice Cream|Desserts,4.7,89K+,35,1.2,True,False,,,,65254,250.0,89000.0,none,0.0,0.0,,,,1,5,1,2,Ice Cream,0,5.521460917862246,11.39640288460621,250.0,0.25296442687747034
2026-09-19 21:12:19,Bengaluru,Jayanagar,12.925,77.5938,1087,Corner House Ice Cream,Jayanagar,Jayanagar,₹250 for two,Ice Cream|Desserts,4.7,77K+,30,1.1,True,False,,,,65254,250.0,77000.0,none,0.0,0.0,,,,1,5,1,2,Ice Cream,0,5.521460917862246,11.251573687764477,250.0,0.25296442687747034
2026-09-19 21:12:19,Hyderabad,Kondapur,17.4615,78.3639,1100,Santosh Dhaba Exclusive,Kothaguda,Gachibowli,₹300 for two,North Indian|Chinese|Biryani,4.0,136K+,23,0.4,True,True,₹150 OFF,ABOVE ₹449,FLAT DEAL,8784,300.0,136000.0,flat,0.0,150.0,,449.0,,1,1,0,3,North Indian,1,5.703782474656201,11.820417517632333,300.0,0.48484848484848486
2026-09-19 21:12:19,Hyderabad,Gachibowli,17.4401,78.3489,1120,Sardarji's Chat and More,Gachibowli,Gachibowli,₹200 for two,Fast Food|Chaat|Punjabi,4.3,55K+,29,1.5,True,True,ITEMS,AT ₹19,,21713,200.0,55000.0,item_price_point,0.0,0.0,,,19.0,1,1,0,3,Fast Food,1,5.298317366548036,10.915106645867503,200.0,0.09523809523809523
2026-09-19 21:12:19,Bengaluru,Marathahalli,12.9591,77.6974,1187,Baskin Robbins - Ice Cream Desserts,Anand Nagar,"AA Arcade, Marathahalli Outer Ring Rd",₹250 for two,Desserts|Ice Cream,4.3,7.5K+,27,1.4,True,True,ITEMS,AT ₹15,,5588,250.0,7500.0,item_price_point,0.0,0.0,,,15.0,1,59,1,2,Desserts,1,5.521460917862246,8.922791623969637,250.0,0.25296442687747034
2026-09-19 21:12:19,Hyderabad,Madhapur,17.4483,78.3915,1205,Blue Fox,Madhapur,Hitech City,₹1000 for two,Chinese|Andhra,4.0,12K+,33,1.2,True,False,70% OFF,UPTO ₹140,,759188,1000.0,12000.0,percent,70.0,0.0,140.0,,,1,2,0,2,Chinese,1,6.907755278982137,9.392745258631441,900.0,0.9848484848484849
2026-09-19 21:12:19,Bengaluru,Whitefield,12.9698,77.75,1327,Baskin Robbins - Ice Cream Desserts,Varthur Main Road,"Hope Farm, Varthur Main Road",₹250 for two,Desserts|Ice Cream,4.4,9.1K+,24,1.0,True,True,ITEMS,AT ₹15,,5588,250.0,9100.0,item_price_point,0.0,0.0,,,15.0,1,59,1,2,Desserts,1,5.521460917862246,9.116139576577355,250.0,0.25296442687747034
2026-09-19 21:12:19,Bengaluru,Indiranagar,12.9784,77.6408,1531,A2B - Adyar Ananda Bhavan,Indiranagar,Indiranagar,₹300 for two,South Indian|Sweets|Chinese,4.5,118K+,31,0.5,True,True,ITEMS,AT ₹139,,22,300.0,118000.0,item_price_point,0.0,0.0,,,139.0,1,11,1,3,South Indian,1,5.703782474656201,11.678448377988165,300.0,0.4782608695652174
2026-09-19 21:12:19,Mumbai,Powai,19.1176,72.906,1617,Kosho,Chandivali,Powai,₹300 for two,Mughlai|North Indian|Chinese|Seafood|Italian,4.1,25K+,28,1.7,True,False,ITEMS,AT ₹29,,120294,300.0,25000.0,item_price_point,0.0,0.0,,,29.0,1,1,0,5,Mughlai,1,5.703782474656201,10.12667110305036,300.0,0.4312267657992565
2026-09-19 21:12:19,Hyderabad,Begumpet,17.4435,78.4645,1753,Bikanervala,Road No 1,Banjara Hills,₹450 for two,Sweets|Indian|Pizzas,4.5,41K+,50,6.7,True,True,,,,45936,450.0,41000.0,none,0.0,0.0,,,,2,3,1,3,Sweets,0,6.1092475827643655,10.62135173563291,450.0,0.7835497835497836
2026-09-19 21:12:19,Mumbai,Powai,19.1176,72.906,1941,Shivsagar Sakinaka,Sakinaka,Andheri East,₹200 for two,North Indian|Chinese|South Indian|Juices|Beverages,4.3,44K+,36,3.0,True,True,₹550 OFF,ABOVE ₹2499,FLAT DEAL,183859,200.0,44000.0,flat,0.0,550.0,,2499.0,,1,1,0,5,North Indian,1,5.298317366548036,10.691967639914864,200.0,0.13382899628252787
2026-09-19 21:12:19,Pune,Aundh,18.559,73.8077,2053,RushHrs,Baner,Baner,₹250 for two,Burgers|American|Salads|Fast Food|Desserts,4.4,27K+,32,4.1,True,False,70% OFF,UPTO ₹140,,791,250.0,27000.0,percent,70.0,0.0,140.0,,,2,4,1,5,Burgers,1,5.521460917862246,10.203629181337648,250.0,0.2821576763485477
2026-09-19 21:12:19,Pune,Wakad,18.5985,73.7625,2192,Aroma's Hyderabad House,Rahatani Road,Pimple Saudagar,₹500 for two,Biryani|Hyderabadi|Mughlai|Chinese,4.3,115K+,26,4.4,True,False,ITEMS,AT ₹69,,71,500.0,115000.0,item_price_point,0.0,0.0,,,69.0,1,4,1,4,Biryani,1,6.214608098422191,11.652696102959753,500.0,0.9149377593360996
2026-09-19 21:12:19,Hyderabad,Secunderabad,17.4399,78.4983,2348,Blue Fox,SD Road,Kalasiguda,₹800 for two,Biryani|Chinese|Tandoor,4.3,42K+,36,1.1,True,False,ITEMS,AT ₹110,,759188,800.0,42000.0,item_price_point,0.0,0.0,,,110.0,1,2,0,3,Biryani,1,6.684611727667927,10.645448706505872,800.0,0.9502164502164502
2026-09-19 21:12:19,Pune,Hadapsar,18.5089,73.926,2494,RushHrs,Mega center,Magarpatta City,₹250 for two,American|Burgers|Healthy Food|Salads|Fast Food|Desserts|Beverages,4.4,24K+,25,1.4,True,False,70% OFF,UPTO ₹140,,791,250.0,24000.0,percent,70.0,0.0,140.0,,,1,4,1,7,American,1,5.521460917862246,10.085850775128717,250.0,0.2821576763485477
2026-09-19 21:12:19,Hyderabad,Dilsukhnagar,17.3687,78.5247,2533,Agra Sweets Banjara,Vijaypuri Colony,Kharmanghat,₹250 for two,Sweets|Desserts|Chaat|Snacks|Beverages,4.2,24K+,39,5.0,True,True,45% OFF,UPTO ₹90,,34,250.0,24000.0,percent,45.0,0.0,90.0,,,1,5,1,5,Sweets,1,5.521460917862246,10.085850775128717,250.0,0.25757575757575757
2026-09-19 21:12:19,Hyderabad,Madhapur,17.4483,78.3915,2534,Agra Sweets Banjara,Rajendra Nagar,Kondapur,₹250 for two,Sweets|Desserts|Chaat|Snacks|Beverages,4.2,33K+,38,4.4,True,True,45% OFF,UPTO ₹90,,34,250.0,33000.0,percent,45.0,0.0,90.0,,,2,5,1,5,Sweets,1,5.521460917862246,10.404293143019792,250.0,0.25757575757575757
2026-09-19 21:12:19,Hyderabad,Ameerpet,17.4374,78.4487,2535,Agra Sweets Banjara,Masab Tank,Masab Tank,₹250 for two,Sweets|Desserts|Chaat|Snacks|Beverages,4.5,99K+,45,4.7,True,True,45% OFF,UPTO ₹90,,34,250.0,99000.0,percent,45.0,0.0,90.0,,,2,5,1,5,Sweets,1,5.521460917862246,11.502885230075814,250.0,0.25757575757575757
2026-09-19 21:12:19,Bengaluru,HSR Layout,12.9116,77.6446,2675,Subway,HSR Layout,HSR Layout,₹350 for two,sandwich|Salads|wrap|Healthy Food,4.2,54K+,30,1.4,True,False,ITEMS,AT ₹69,,2,350.0,54000.0,item_price_point,0.0,0.0,,,69.0,1,51,1,4,sandwich,1,5.857933154483459,10.896757843893464,350.0,0.6106719367588933
2026-09-19 21:12:19,Bengaluru,Jayanagar,12.925,77.5938,2701,Baskin Robbins - Ice Cream Desserts,5th Block,Jayanagar,₹250 for two,Desserts|Ice Cream,4.7,6.8K+,29,1.6,True,True,ITEMS,AT ₹15,,5588,250.0,6800.0,item_price_point,0.0,0.0,,,15.0,1,59,1,2,Desserts,1,5.521460917862246,8.824824939175638,250.0,0.25296442687747034
2026-09-19 21:12:19,Pune,Hadapsar,18.5089,73.926,2744,"Rolls Mania - Rolls, Wraps & More",Magarpatta City,Magarpatta City,₹200 for two,Rolls & Wraps|Fast Food|Snacks|Beverages,4.4,19K+,17,0.5,True,False,ITEMS,AT ₹79,,514939,200.0,19000.0,item_price_point,0.0,0.0,,,79.0,1,1,0,4,Rolls & Wraps,1,5.298317366548036,9.852246888342531,200.0,0.12863070539419086
2026-09-19 21:12:19,Hyderabad,Miyapur,17.4968,78.3577,2792,KS Bakers,Miyapur,Miyapur,₹250 for two,Bakery|Pizzas|Desserts|Snacks|Fast Food,4.0,64K+,30,1.7,True,False,₹150 OFF,ABOVE ₹449,FLAT DEAL,574,250.0,64000.0,flat,0.0,150.0,,449.0,,1,6,1,5,Bakery,1,5.521460917862246,11.06665398721974,250.0,0.25757575757575757
2026-09-19 21:12:19,Hyderabad,Ameerpet,17.4374,78.4487,2797,KS Bakers,Nagarjuna nagar colony,Ameerpet ,₹250 for two,Bakery|Pizzas|Desserts|Snacks|Fast Food,4.2,68K+,34,1.6,True,False,₹150 OFF,ABOVE ₹449,FLAT DEAL,574,250.0,68000.0,flat,0.0,150.0,,449.0,,2,6,1,5,Bakery,1,5.521460917862246,11.127277689932466,250.0,0.25757575757575757
2026-09-19 21:12:19,Kolkata,Park Street,22.553,88.352,3078,Balwant Singh's Eating House,Bhawanipur,Bhowanipore,₹600 for two,North Indian|Beverages|Snacks|Chinese|Continental,4.4,33K+,46,3.0,True,True,ITEMS,AT ₹9,,6143,600.0,33000.0,item_price_point,0.0,0.0,,,9.0,2,1,0,5,North Indian,1,6.396929655216146,10.404293143019792,600.0,0.9361233480176211
2026-09-19 21:12:19,Hyderabad,Ameerpet,17.4374,78.4487,3324,Srikanya,Somajiguda,Panjagutta,₹250 for two,Biryani|Andhra|South Indian,4.3,95K+,33,2.6,True,False,ITEMS,AT ₹95,,7317,250.0,95000.0,item_price_point,0.0,0.0,,,95.0,1,2,0,3,Biryani,1,5.521460917862246,11.461642696843066,250.0,0.25757575757575757
2026-09-19 21:12:19,Pune,Hinjewadi,18.5913,73.7389,3417,Subway,Blue Ridge Township,Hinjawadi,₹350 for two,sandwich|Salads|wrap|Healthy Food,3.9,15K+,16,2.1,True,False,ITEMS,AT ₹69,,2,350.0,15000.0,item_price_point,0.0,0.0,,,69.0,1,51,1,4,sandwich,1,5.857933154483459,9.61587214452889,350.0,0.549792531120332
2026-09-19 21:12:19,Bengaluru,Malleshwaram,13.0035,77.5647,3436,Nandhini Deluxe,Sankey Road,Seshadripuram,₹500 for two,North Indian|Chinese|Andhra|Biryani,4.3,28K+,36,3.0,True,False,ITEMS,AT ₹99,,2451,500.0,28000.0,item_price_point,0.0,0.0,,,99.0,1,1,0,4,North Indian,1,6.214608098422191,10.239995502805316,500.0,0.9387351778656127
2026-09-19 21:12:19,Kolkata,Park Street,22.553,88.352,3638,Gupta Brothers -Ballygunge,Elgin Road,South Kolkata,₹300 for two,Sweets|Desserts|Indian|Street Food|South Indian|Snacks,4.4,45K+,51,5.6,True,True,ITEMS,AT ₹49,,358878,300.0,45000.0,item_price_point,0.0,0.0,,,49.0,2,1,0,6,Sweets,1,5.703782474656201,10.714439990727769,300.0,0.42290748898678415
2026-09-19 21:12:19,Pune,Kothrud,18.5074,73.8077,4086,RushHrs,Paud Road,Kothrud,₹249 for two,American|Burgers|Salads|Fast Food|Desserts|Healthy Food|Beverages,4.3,13K+,21,1.2,True,False,70% OFF,UPTO ₹140,,791,249.0,13000.0,percent,70.0,0.0,140.0,,,1,4,1,7,American,1,5.517452896464707,9.472781556562168,249.0,0.2074688796680498
2026-09-19 21:12:19,Kolkata,Ballygunge,22.529,88.365,4623,Chowman,Broad Street,Ballygunge,₹700 for two,Chinese|Asian|Thai|Oriental|Burmese|Tibetan,4.5,42K+,29,0.6,True,False,70% OFF,UPTO ₹130,,266,700.0,42000.0,percent,70.0,0.0,130.0,,,1,6,1,6,Chinese,1,6.551080335043404,10.645448706505872,700.0,0.9691629955947136
2026-09-19 21:12:19,Pune,Aundh,18.559,73.8077,4868,Subway,Aundh,Aundh,₹350 for two,sandwich|Salads|wrap|Healthy Food,4.1,16K+,13,0.8,True,False,,,,2,350.0,16000.0,none,0.0,0.0,,,,1,51,1,4,sandwich,0,5.857933154483459,9.680406499268875,350.0,0.549792531120332
2026-09-19 21:12:19,Pune,Koregaon Park,18.5362,73.8939,4884,Subway,Meera Nagar,Koregaon Park,₹350 for two,sandwich|Salads|wrap|Healthy Food,4.3,24K+,12,1.0,True,False,₹100 OFF,ABOVE ₹999,FLAT DEAL,2,350.0,24000.0,flat,0.0,100.0,,999.0,,1,51,1,4,sandwich,1,5.857933154483459,10.085850775128717,350.0,0.549792531120332
2026-09-19 21:12:19,Pune,Hadapsar,18.5089,73.926,5128,Deccan Harvest,Hadapsar,Hadapsar,₹800 for two,North Indian|Continental|Chinese|Tandoor|Punjabi|Italian-American|Desserts|Beverages,4.5,3.9K+,20,0.3,True,False,70% OFF,UPTO ₹140,,69353,800.0,3900.0,percent,70.0,0.0,140.0,,,1,1,0,8,North Indian,1,6.684611727667927,8.268988209506656,800.0,0.991701244813278
2026-09-19 21:12:19,Bengaluru,Indiranagar,12.9784,77.6408,5167,Theobroma,Indiranagar,Indiranagar,₹400 for two,Bakery|Desserts|Beverages,4.6,41K+,30,1.2,True,False,ITEMS,AT ₹37,,1040,400.0,41000.0,item_price_point,0.0,0.0,,,37.0,1,44,1,3,Bakery,1,5.991464547107982,10.62135173563291,400.0,0.7628458498023716
2026-09-19 21:12:19,Mumbai,Andheri West,19.1364,72.8296,5169,Theobroma,Andheri West,Andheri West,₹400 for two,Bakery|Desserts,4.4,18K+,25,1.9,True,False,ITEMS,AT ₹37,,1040,400.0,18000.0,item_price_point,0.0,0.0,,,37.0,1,44,1,2,Bakery,1,5.991464547107982,9.798182590890704,400.0,0.7193308550185874
2026-09-19 21:12:19,Bengaluru,Malleshwaram,13.0035,77.5647,5218,Corner House Ice Cream,Seshadripuram,Seshadripuram,₹250 for two,Ice Cream|Desserts,4.7,54K+,35,2.8,True,True,,,,65254,250.0,54000.0,none,0.0,0.0,,,,1,5,1,2,Ice Cream,0,5.521460917862246,10.896757843893464,250.0,0.25296442687747034
2026-09-19 21:12:19,Bengaluru,Jayanagar,12.925,77.5938,5271,Subway,5TH Block,Jayanagar,₹350 for two,sandwich|Salads|wrap|Healthy Food,4.3,24K+,31,1.7,True,False,ITEMS,AT ₹69,,2,350.0,24000.0,item_price_point,0.0,0.0,,,69.0,1,51,1,4,sandwich,1,5.857933154483459,10.085850775128717,350.0,0.6106719367588933
2026-09-19 21:12:19,Pune,Kothrud,18.5074,73.8077,5297,Le Plaisir,Deccan Gymkhana,Kothrud,₹1000 for two,European,4.6,22K+,35,4.3,True,False,,,,759483,1000.0,22000.0,none,0.0,0.0,,,,1,1,0,1,European,0,6.907755278982137,9.99884318585288,900.0,0.9979253112033195
2026-09-19 21:12:19,Pune,Camp,18.5158,73.8785,5400,Subway,Wanowrie,Wanowrie,₹350 for two,sandwich|Salads|wrap|Healthy Food,4.3,25K+,28,4.8,True,False,ITEMS,AT ₹69,,2,350.0,25000.0,item_price_point,0.0,0.0,,,69.0,1,51,1,4,sandwich,1,5.857933154483459,10.12667110305036,350.0,0.549792531120332
2026-09-19 21:12:19,Hyderabad,Secunderabad,17.4399,78.4983,5862,Megha City,Basheerbagh,Basheerbagh,₹500 for two,South Indian|Biryani|Chinese|Seafood|Beverages,4.5,69K+,49,5.0,True,False,,,,488865,500.0,69000.0,none,0.0,0.0,,,,2,1,0,5,South Indian,0,6.214608098422191,11.141876276228,500.0,0.8528138528138528
2026-09-19 21:12:19,Bengaluru,Jayanagar,12.925,77.5938,5903,Polar Bear,Jayanagar,Jayanagar,₹300 for two,Ice Cream|Desserts,4.5,9.8K+,27,1.0,True,True,,,,726,300.0,9800.0,none,0.0,0.0,,,,1,7,1,2,Ice Cream,0,5.703782474656201,9.19023970026918,300.0,0.4782608695652174
2026-09-19 21:12:19,Delhi,Saket,28.5245,77.2066,5921,Burger King,Saket,Saket,₹350 for two,Burgers|American,4.3,19K+,34,1.8,True,False,ITEMS,AT ₹39,,166,350.0,19000.0,item_price_point,0.0,0.0,,,39.0,1,44,1,2,Burgers,1,5.857933154483459,9.852246888342531,350.0,0.5381165919282511
2026-09-19 21:12:19,Pune,Viman Nagar,18.5679,73.9143,5928,Burger King,Phoenix Market city,Viman Nagar,₹350 for two,Burgers|American,4.0,44K+,27,0.8,True,False,ITEMS,AT ₹39,,166,350.0,44000.0,item_price_point,0.0,0.0,,,39.0,1,44,1,2,Burgers,1,5.857933154483459,10.691967639914864,350.0,0.549792531120332
2026-09-19 21:12:19,Bengaluru,Malleshwaram,13.0035,77.5647,5932,Burger King,Malleshwaram,Malleshwaram,₹350 for two,Burgers|American,4.2,33K+,33,1.8,True,False,ITEMS,AT ₹39,,166,350.0,33000.0,item_price_point,0.0,0.0,,,39.0,1,44,1,2,Burgers,1,5.857933154483459,10.404293143019792,350.0,0.6106719367588933
2026-09-19 21:12:19,Mumbai,Powai,19.1176,72.906,5933,Burger King,Marol,Marol,₹350 for two,Burgers|American,4.3,96K+,34,3.9,True,False,ITEMS,AT ₹39,,166,350.0,96000.0,item_price_point,0.0,0.0,,,39.0,1,44,1,2,Burgers,1,5.857933154483459,11.472113887062386,350.0,0.5353159851301115
2026-09-19 21:12:19,Bengaluru,Koramangala,12.9352,77.6245,5934,Burger King,Koramangala,Koramangala,₹350 for two,Burgers|American,3.9,106K+,32,1.6,True,False,ITEMS,AT ₹39,,166,350.0,106000.0,item_price_point,0.0,0.0,,,39.0,1,44,1,2,Burgers,1,5.857933154483459,11.571203807011969,350.0,0.6106719367588933
2026-09-19 21:12:19,Bengaluru,Jayanagar,12.925,77.5938,5936,Burger King,Jayanagar,Jayanagar,₹350 for two,Burgers|American,4.2,68K+,32,1.1,True,False,ITEMS,AT ₹39,,166,350.0,68000.0,item_price_point,0.0,0.0,,,39.0,1,44,1,2,Burgers,1,5.857933154483459,11.127277689932466,350.0,0.6106719367588933
2026-09-19 21:12:19,Hyderabad,Ameerpet,17.4374,78.4487,6336,Spicy Restaurant,Yousufguda,Yousufguda,₹300 for two,Biryani|Tandoor,4.1,129K+,36,4.3,True,False,ITEMS,AT ₹149,,894,300.0,129000.0,item_price_point,0.0,0.0,,,149.0,2,1,0,2,Biryani,1,5.703782474656201,11.767575435251748,300.0,0.48484848484848486
2026-09-19 21:12:19,Hyderabad,Kukatpally,17.4849,78.4138,6372,Raja Rani Ruchulu,Kukatpally,Kukatpally,₹300 for two,Biryani|Andhra|Chinese|South Indian|Tandoor,4.2,228K+,24,1.2,True,False,,,,8315,300.0,228000.0,none,0.0,0.0,,,,1,1,0,5,Biryani,0,5.703782474656201,12.337105293891872,300.0,0.48484848484848486
2026-09-19 21:12:19,Mumbai,Malad West,19.1868,72.8484,6379,Greens Restaurant,Malad West,Malad West,₹500 for two,Chinese|South Indian,4.5,129K+,42,2.2,True,False,20% OFF,UPTO ₹50,,9208,500.0,129000.0,percent,20.0,0.0,50.0,,,1,1,0,2,Chinese,1,6.214608098422191,11.767575435251748,500.0,0.8921933085501859
2026-09-19 21:12:19,Chennai,Adyar,13.0012,80.2565,6437,Subway,Near Mettur Transport,Adyar,₹350 for two,sandwich|Salads|wrap|Healthy Food,4.3,28K+,14,1.4,True,False,ITEMS,AT ₹49,,2,350.0,28000.0,item_price_point,0.0,0.0,,,49.0,1,51,1,4,sandwich,1,5.857933154483459,10.239995502805316,350.0,0.5516528925619835
2026-09-19 21:12:19,Bengaluru,Malleshwaram,13.0035,77.5647,6441,Polar Bear,Malleshwaram,Malleshwaram,₹300 for two,Ice Cream|Desserts,4.6,13K+,15,0.7,True,True,,,,726,300.0,13000.0,none,0.0,0.0,,,,1,7,1,2,Ice Cream,0,5.703782474656201,9.472781556562168,300.0,0.4782608695652174
2026-09-19 21:12:19,Chennai,Velachery,12.9756,80.2207,6448,A2B - Adyar Ananda Bhavan,Velachery,Velachery,₹300 for two,South Indian|Sweets|Chinese,4.5,98K+,33,1.6,True,False,ITEMS,AT ₹39,,22,300.0,98000.0,item_price_point,0.0,0.0,,,39.0,1,11,1,3,South Indian,1,5.703782474656201,11.49273296168228,300.0,0.4049586776859504
2026-09-19 21:12:19,Chennai,Adyar,13.0012,80.2565,6724,Dindigul Thalappakatti - Since 1957,Besant Nagar,Besant Nagar,₹650 for two,Biryani|Barbecue|South Indian|Chinese|North Indian,4.3,20K+,27,2.8,True,False,ITEMS,AT ₹209,,641506,650.0,20000.0,item_price_point,0.0,0.0,,,209.0,1,8,1,5,Biryani,1,6.476972362889683,9.90353755128617,650.0,0.981404958677686
2026-09-19 21:12:19,Bengaluru,Hebbal,13.0358,77.597,6758,Beijing Bites,RT Nagar,RT Nagar,₹450 for two,Chinese|Thai,4.4,20K+,27,1.3,True,False,70% OFF,UPTO ₹140,,103,450.0,20000.0,percent,70.0,0.0,140.0,,,1,5,1,2,Chinese,1,6.1092475827643655,9.90353755128617,450.0,0.8873517786561265
2026-09-19 21:12:19,Mumbai,Powai,19.1176,72.906,6866,Baskin Robbins - Ice Cream Desserts,Kurla West,Powai,₹250 for two,Desserts|Ice Cream,4.6,11K+,15,0.5,True,True,ITEMS,AT ₹15,,5588,250.0,11000.0,item_price_point,0.0,0.0,,,15.0,1,59,1,2,Desserts,1,5.521460917862246,9.305741456739435,250.0,0.2695167286245353
2026-09-19 21:12:19,Mumbai,Dadar,19.0178,72.8478,6968,Baskin Robbins - Ice Cream Desserts,Matunga East,Matunga East,₹250 for two,Desserts|Ice Cream,4.6,7.9K+,21,1.5,True,True,ITEMS,AT ₹15,,5588,250.0,7900.0,item_price_point,0.0,0.0,,,15.0,1,59,1,2,Desserts,1,5.521460917862246,8.974744612722734,250.0,0.2695167286245353
2026-09-19 21:12:19,Mumbai,Powai,19.1176,72.906,7012,KFC,Powai,Powai,₹400 for two,Burgers|Fast Food|Rolls & Wraps,4.2,36K+,24,0.6,True,False,50% OFF,,FLAT DEAL,547,400.0,36000.0,percent,50.0,0.0,,,,1,58,1,3,Burgers,1,5.991464547107982,10.491301994830229,400.0,0.7193308550185874
2026-09-19 21:12:19,Mumbai,Andheri West,19.1364,72.8296,7355,Burger King,Andheri Lokhandwala,Andheri West,₹350 for two,Burgers|American,4.2,34K+,36,1.4,True,False,ITEMS,AT ₹39,,166,350.0,34000.0,item_price_point,0.0,0.0,,,39.0,1,44,1,2,Burgers,1,5.857933154483459,10.434145214930487,350.0,0.5353159851301115
2026-09-19 21:12:19,Kolkata,Behala,22.4989,88.318,7476,Aminia,Behala,Alipore,₹500 for two,Biryani|Mughlai|Indian|Kebabs|Tandoor,4.6,83K+,27,0.9,True,False,,,,3786,500.0,83000.0,none,0.0,0.0,,,,1,2,0,5,Biryani,0,6.214608098422191,11.326607934898927,500.0,0.8744493392070485
2026-09-19 21:12:19,Mumbai,Dadar,19.0178,72.8478,7640,Apsara Ice Creams,Matunga East,Matunga,₹150 for two,Ice Cream|Desserts,4.7,13K+,18,1.2,True,True,ITEMS,AT ₹47,,35219,150.0,13000.0,item_price_point,0.0,0.0,,,47.0,1,2,0,2,Ice Cream,1,5.0106352940962555,9.472781556562168,150.0,0.055762081784386616
2026-09-19 21:12:19,Delhi,Janakpuri,28.6219,77.0878,8016,Burger King,Janakpuri,Janakpuri,₹350 for two,Burgers|American,4.3,63K+,26,1.8,True,False,ITEMS,AT ₹39,,166,350.0,63000.0,item_price_point,0.0,0.0,,,39.0,1,44,1,2,Burgers,1,5.857933154483459,11.050905878263567,350.0,0.5381165919282511
2026-09-19 21:12:19,Bengaluru,HSR Layout,12.9116,77.6446,8174,Corner House Ice Cream,7th Sector,Hsr Layout,₹250 for two,Ice Cream|Desserts,4.7,74K+,33,1.2,True,False,₹550 OFF,ABOVE ₹2499,FLAT DEAL,65254,250.0,74000.0,flat,0.0,550.0,,2499.0,,1,5,1,2,Ice Cream,1,5.521460917862246,11.211833885608513,250.0,0.25296442687747034
2026-09-19 21:12:19,Kolkata,Tollygunge,22.495,88.345,8200,Fiesta Asian Fine Dine,Santoshpuravenue,Santoshpur,₹700 for two,Chinese|Thai,4.4,18K+,59,6.1,True,False,₹125 OFF,ABOVE ₹199,FLAT DEAL,597214,700.0,18000.0,flat,0.0,125.0,,199.0,,2,1,0,2,Chinese,1,6.551080335043404,9.798182590890704,700.0,0.9691629955947136
2026-09-19 21:12:19,Bengaluru,Koramangala,12.9352,77.6245,8244,Polar Bear,Koramangala,Koramangala,₹200 for two,Ice Cream|Desserts,4.6,15K+,22,0.5,True,True,ITEMS,AT ₹59,,726,200.0,15000.0,item_price_point,0.0,0.0,,,59.0,1,7,1,2,Ice Cream,1,5.298317366548036,9.61587214452889,200.0,0.08498023715415019
2026-09-19 21:12:19,Mumbai,Borivali,19.2307,72.8567,8430,"Rabdi Wala, Borivali (W)",Borivali West,Borivali West,₹400 for two,Rajasthani|North Indian|Thalis|Snacks|Fast Food|Sweets|Indian,4.2,43K+,28,1.3,True,True,ITEMS,AT ₹19,,639823,400.0,43000.0,item_price_point,0.0,0.0,,,19.0,1,1,0,7,Rajasthani,1,5.991464547107982,10.668978650219241,400.0,0.7193308550185874
2026-09-19 21:12:19,Chennai,Velachery,12.9756,80.2207,8496,"Dindigul Thalappakatti - Since 1957
",Velachery,Velachery,₹600 for two,Biryani|Barbecue|South Indian|Chinese|North Indian,4.2,46K+,20,0.3,True,False,ITEMS,AT ₹209,,641506,600.0,46000.0,item_price_point,0.0,0.0,,,209.0,1,8,1,5,Biryani,1,6.396929655216146,10.736418414365376,600.0,0.9586776859504132
